Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
SUN Behavioral Houston,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Sabine County Hospital,https://sabinecountyhospital.com/hospital-payment-101/,https://machine-readable-files.com/sabine-county-hospital/261955689_Preferred-Hospital-Leasing-Hemphill-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@sabinecountyhospital.com,matched 'Sabine County Hospital'
Saint Joseph Medical Center,https://stjoseph.stlukeshealth.org/,https://stjoseph.stlukeshealth.org/content/dam/stjoseph-stlukeshealth/documents/pricing-transparency-files/741282696_St-Joseph-Health-Regional-Hospital_standardcharges.csv,csv,OK,200,url-extension,
Saint Michael's Elite Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
San Antonio Behavioral Healthcare Hospital,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-san-antonio/patient-experience/what-to-expect,https://www.sanantoniobehavioral.com/wp-content/uploads/2025/09/461064226_San-Antonio-Behavioral-Healthcare-Hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@sanantoniobehavioral.com,lenient matched 'San Antonio Behavioral Healthcare Hospital'
San Antonio State Hospital,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Scenic Mountain Medical Center,https://www.scenicmountainmedical.org/pricing-transparency,https://content.steward.org/sites/default/files/2022-09/832900290_ScenicMountainMedicalCenter_standardcharges_0_0.csv,csv,NOT_FOUND,,url-extension,cms-hpt.txt not found on www.scenicmountainmedical.org/scenicmountainmedical.org/content.steward.org/www.content.steward.org
Schleicher County Medical Center,,https://machine-readable-files.com/schleicher-county-medical-center/203662596_Preferred-Hospital-Leasing-Eldorado-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@scmchealth.com,lenient matched 'Schleicher County Medical Center'
Scottish Rite Hospital for Children,https://scottishriteforchildren.org/price-estimator-standard-charges,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbTXScottishRite&type=CDMWithoutLabel&fileType=CSV,csv,OK,200,cms-hpt.txt@scottishriteforchildren.org,matched 'Texas Scottish Rite for Children Dallas Campus'
Select Rehabilitation Hospital of Denton,https://www.selectrehab-denton.com/patients-and-caregivers/admissions/pricing-transparency/,https://resources.selectmedical.com/Pricing-Transparency/inpatient-rehabilitation/26-2501389_Select_Rehabilitation_Hospital_of_Denton_standardcharges.csv,csv,NOT_FOUND,403,url-extension,cms-hpt.txt not found on www.selectrehab-denton.com/selectrehab-denton.com/resources.selectmedical.com/www.resources.selectmedical.com
Select Specialty Hospital - Dallas Downtown,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Select Specialty Hospital - Dallas Plano,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Seminole Hospital District,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: seminolehospitaldistrict.com,seminoledistrict.com)"
Seton Medical Center Harker Heights,,https://cdn.ardenthealthservices.com/price-transparency/27-2814378_Seton_Medical_Center_standardcharges.csv,csv,OK,200,cms-hpt.txt@setonharkerheights.net,lenient matched 'Seton Medical Center Harker Heights'
Seymour Hospital,https://www.seymourhospital.com/departments/business-offce/standard-hospital-charges,https://seymourhospital.slicedhealth.io/pricer/75-2299922-1194893263_SeymourHospital_standardcharges.CSV,csv,OK,200,cms-hpt.txt@www.seymourhospital.com,matched 'Seymour Hospital'
Shamrock General Hospital,,https://machine-readable-files.com/shamrock-general-hospital/871082346_Preferred-Hospital-Leasing-Shamrock-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@shamrockhospital.com,lenient matched 'Shamrock General Hospital'
Shannon Medical Center,https://www.shannonhealth.com/patients-and-visitors/pricing-and-estimates/,https://res.cloudinary.com/dpmykpsih/raw/upload/shannon-medical-center-site-305/media/r/527d113c645546778eb3b2df4c8d2d61/75-2559845_shannonmedicalcenter_standardcharges.csv,csv,OK,200,url-extension,
Shannon Rehabilitation Hospital,https://www.shannonhealth.com/patients-and-visitors/pricing-and-estimates/,https://res.cloudinary.com/dpmykpsih/raw/upload/shannon-medical-center-site-305/media/r/527d113c645546778eb3b2df4c8d2d61/75-2559845_shannonmedicalcenter_standardcharges.csv,csv,OK,200,url-extension,
Shannon South,https://www.shannonhealth.com/patients-and-visitors/pricing-and-estimates/,https://res.cloudinary.com/dpmykpsih/raw/upload/shannon-medical-center-site-305/media/r/527d113c645546778eb3b2df4c8d2d61/75-2559845_shannonmedicalcenter_standardcharges.csv,csv,OK,200,url-extension,
Sherman Medical Center,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges-2022/741152597_memorial-hermann-southwest-hospital_standardcharges.ashx,unknown,NOT_FOUND,500,unknown,cms-hpt.txt had 19 records; no name-verified match (closest unaccepted: Memorial Hermann-Texas Medical Center; tried-verify: none passed gate)
Shriners Children's Texas,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Solara Specialty Hospitals Harlingen,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Solara Specialty Hospitals McAllen,https://www.chghospitals.com/location/solara-specialty-hospitals-mcallen/,https://hospitalpricedisclosure.com/download.aspx?pi=9BR5dSDzXgqA1PmfJUTWog*-*,csv,OK,200,cms-hpt.txt,solarahospitals.com cms-hpt.txt; matched 'Solara Specialty Hospital Mcallen'. Served as application/octet-stream via hospitalpricedisclosure.com.
South Plains Rehabilitation Hospital,https://plainsmemorial.com/billing-info/,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/823034309_South-Plains-Rehabilitation-Hospital-an-affiliate-of-UMC-and-Encompass-Health_standardcharges.csv,csv,OK,200,cms-hpt.txt,South Plains is an Encompass Health/UMC affiliate (Lubbock); found via encompasshealth.com cms-hpt.txt.
South Texas Behavioral Health Center,,https://uhsfilecdn.eskycity.net/ac/233069260_south-texas-health-system-behavioral_standardcharges.csv,csv,OK,200,cms-hpt.txt,STHS (UHS) Edinburg; southtexashealthsystem.com cms-hpt.txt 'South Texas Health System Behavioral' = South Texas Behavioral Health Center.
South Texas Health System Children's,,https://uhsfilecdn.eskycity.net/ac/233069260_south-texas-health-system-edinburg_standardcharges.csv,csv,OK,200,cms-hpt.txt,southtexashealthsystemchildrens.com cms-hpt.txt maps 'South Texas Health System Children's' to the Edinburg campus file.
South Texas Health System Edinburg,https://southtexashealthsystemedinburg.com/,https://uhsfilecdn.eskycity.net/ac/233069260_south-texas-health-system-behavioral_standardcharges.csv,csv,OK,200,url-extension,
South Texas Health System McAllen,https://southtexashealthsystemmcallen.com/,https://uhsfilecdn.eskycity.net/ac/233069260_south-texas-health-system-behavioral_standardcharges.csv,csv,OK,200,url-extension,
South Texas Rehabilitation Hospital,,https://ernesthealth.com/pricing/2026/470944648_south-texas-rehabilitation-hospital_standard-charges.json,json,OK,200,cms-hpt.txt,"Ernest Health; strh.ernesthealth.com cms-hpt.txt matched 'South Texas Rehabilitation Hospital, LP' (Brownsville, TX)."
South Texas Spine & Surgical Hospital,,https://apim.services.craneware.com/api-pricing-transparency/api/public/5e782e542dcdc9fdee6183a542decaf6/charges/mrf,csv,OK,200,cms-hpt.txt,southtexassurgical.com cms-hpt.txt matched 'South Texas Spine & Surgical Hospital' (San Antonio).
St. David's Children's Hospital,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2781812_st-davids-medical-center_standardcharges.csv,csv,OK,200,url-extension,
St. David's Georgetown Hospital,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2781812_st-davids-georgetown_standardcharges.csv,csv,OK,200,url-extension,
St. David's Medical Center,https://www.stdavids.com/locations/st-davids-medical-center,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/74-2781812_ST.-DAVID'S-MEDICAL-CENTER_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.stdavids.com,matched 'ST DAVID'S MEDICAL CENTER'
St. David's North Austin Medical Center,https://www.stdavids.com/locations/st-davids-north-austin-medical-center,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/74-2781812_ST.-DAVID'S-NORTH-AUSTIN-MEDICAL-CENTER_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.stdavids.com,matched 'NORTH AUSTIN MEDICAL CENTER'
St. David's Rehabilitation Hospital,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2781812_st-davids-georgetown_standardcharges.csv,csv,OK,200,url-extension,
St. David's Round Rock Medical Center,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2781812_st-davids-medical-center_standardcharges.csv,csv,OK,200,url-extension,
St. David's South Austin Medical Center,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/74-2781812_st-davids-medical-center_standardcharges.csv,csv,OK,200,url-extension,
St. Joseph Health Burleson Hospital,https://www.sjmctx.org/pricing-transparency,https://www.commonspirit.org/content/dam/commonspiritorg/en/stjoh/sobv/finance/price-transparency/742759890-1750377289_burleson-st-joseph-health-center-of-caldwell-texas_standardcharges.json,json,OK,200,website,"CommonSpirit/CHI St. Joseph Health price transparency page; Burleson St. Joseph Health Center of Caldwell, Texas."
St. Joseph Health Grimes Hospital - Navasota Texas,https://www.sjmctx.org/pricing-transparency,https://www.commonspirit.org/content/dam/commonspiritorg/en/stjoh/sobv/finance/price-transparency/741282699-1154317774_st-joseph-regional-health-center_standardcharges.json,json,OK,200,website,"CommonSpirit/CHI St. Joseph Health page; Grimes (Navasota) entry, EIN 741282699."
St. Joseph Health Madison Hospital,https://www.sjmctx.org/pricing-transparency,https://www.commonspirit.org/content/dam/commonspiritorg/en/stjoh/sobv/finance/price-transparency/742761145-1780731737_madison-st-joseph-health-center_standardcharges.json,json,OK,200,website,CommonSpirit/CHI St. Joseph Health page; Madison St. Joseph Health Center (Madisonville).
"St. Joseph Health Regional Hospital - Bryan, TX",https://www.sjmctx.org/pricing-transparency,https://www.commonspirit.org/content/dam/commonspiritorg/en/stjoh/sobv/finance/price-transparency/741282696-1942294939_st-joseph-regional-health-center-chi-st-joseph-health-regional-hospital_standardcharges.json,json,OK,200,website,"CommonSpirit/CHI St. Joseph Health page; Regional Hospital Bryan, EIN 741282696."
St. Luke's Baptist Hospital,,https://mrfs.hyvehealthcare.com/TenetHealth/760714523_st.-lukes-baptist-hospital_standardcharges.json,json,OK,200,website,Tenet/Baptist Health System San Antonio pricing page; matched 'st.-lukes-baptist-hospital' MRF on mrfs.hyvehealthcare.com.
"St. Luke's Health - Brazosport Hospital - Lake Jackson, TX",https://www.stlukeshealth.org/,https://www.stlukeshealth.org/content/dam/stlukeshealth/documents/price-transparency-files/741385192_Brazosport-Hospital_standardcharges.csv,csv,OK,200,url-extension,
St. Luke's Health - Lakeside Hospital,,https://www.commonspirit.org/content/dam/commonspiritorg/en/stluh/soho/finance/price-transparency/300427437-1184868879_st-lukes-lakeside-hospital-llc_standardcharges.json,json,OK,200,website,CommonSpirit/CHI St. Luke's Health Texas page; Lakeside Hospital (The Woodlands).
St. Luke's Health - Memorial Hospital - Livingston,,https://www.commonspirit.org/content/dam/commonspiritorg/en/stlum/soet/finance/price-transparency/760436439-1689650616_memorial-hospital-of-polk-county_standardcharges.json,json,OK,200,website,CommonSpirit St. Luke's Memorial price transparency page; Memorial Hospital of Polk County (Livingston).
St. Luke's Health - Memorial Hospital - Lufkin Texas,,https://www.commonspirit.org/content/dam/commonspiritorg/en/stlum/soet/finance/price-transparency/750755367-1396746129_memorial-health-system-of-east-texas_standardcharges.json,json,OK,200,website,CommonSpirit St. Luke's Memorial page; Memorial Health System of East Texas (Lufkin).
St. Luke's Health - Memorial Hospital - San Augustine,,https://www.commonspirit.org/content/dam/commonspiritorg/en/stlum/soet/finance/price-transparency/752663904-1578547345_memorial-medical-center-san-augustine_standardcharges.json,json,OK,200,website,CommonSpirit St. Luke's Memorial page; Memorial Medical Center San Augustine.
"St. Luke's Health - Sugar Land Hospital-Sugar Land, TX",,https://www.commonspirit.org/content/dam/commonspiritorg/en/stluh/soho/finance/price-transparency/261947374-1659559573_st-lukes-community-development-corporation-sugar-land_standardcharges.json,json,OK,200,website,CommonSpirit/CHI St. Luke's Health Texas page; Sugar Land Hospital.
St. Luke's Health - The Vintage Hospital,,https://www.commonspirit.org/content/dam/commonspiritorg/en/stluh/soho/finance/price-transparency/263734606-1710314141_st-lukes-hospital-at-the-vintage_standardcharges.json,json,OK,200,website,CommonSpirit/CHI St. Luke's Health Texas page; Hospital at The Vintage (Houston).
St. Luke's Health - The Woodlands Hospital,https://www.stlukeshealth.org/,https://www.stlukeshealth.org/content/dam/stlukeshealth/documents/price-transparency-files/760536234_The-Woodlands-Hospital_standardcharges.csv,csv,OK,200,url-extension,
St. Lukes Health - Patients Medical Center,https://www.stlukeshealth.org/,https://www.stlukeshealth.org/content/dam/stlukeshealth/documents/price-transparency-files/273280598_Patients-Medical-Center_standardcharges.csv,csv,OK,200,url-extension,
Starr County Memorial Hospital,https://www.starrcountyhospital.com,https://www.starrcountyhospital.com/docs/741794256_starrcountymemorialhospital_standardcharges.csv,csv,OK,200,url-extension,
Stephens Memorial Hospital,,https://smhtx.slicedhealth.io/pricer/46-2931328-1285065623_StephensMemorialHospital_standardcharges.CSV,csv,OK,200,website,"Breckenridge, TX. Sliced Health pricer (smhtx.slicedhealth.io); EIN 46-2931328 (per brand API), NPI 1285065623. Verified real CSV content."
Stonewall Memorial District Hospital,,https://stonewallhospital.slicedhealth.io/pricer/20-5091203-1083612121_StonewallMemorialHospital_standardcharges.CSV,csv,OK,200,cms-hpt.txt,"Aspermont, TX. stonewallhospital.org cms-hpt.txt matched 'Stonewall Memorial Hospital'."
Sunrise Canyon Hospital,,https://www.starcarelubbock.org/751297691_sunrise-canyon-hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt,"Lubbock, TX (StarCare). starcarelubbock.org cms-hpt.txt matched 'Sunrise Canyon Hospital'."
Surgery Specialty Hospitals of America,,https://machine-readable-files.com/ssha-pasadena-tx/760600805_Vista-Community-Medical-Center-LLP_standardcharges.csv,csv,OK,200,cms-hpt.txt,"Pasadena/SE Houston, TX. ssha.us.com cms-hpt.txt -> ezcost.info; current file uses legal entity 'Vista Community Medical Center LLP' (EIN 760600805)."
Sweeny Community Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Sweeny_V3.aspx,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSweenyCommunityTX&type=CDMWithoutLabel,csv,OK,200,content-type,
Swisher Memorial Hospital,https://apps.para-hcfs.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSMHDTULIATX&type=CDMWithoutLabel,csv,OK,200,content-type,
TIRR Memorial Hermanm - Greater Heights,,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-greater-heights-hospital_standardcharges.ashx,csv,OK,200,cms-hpt.txt,"TIRR-Greater Heights is a 13-bed acute inpatient rehab unit licensed under Memorial Hermann Greater Heights Hospital; no separate MRF exists, so the host hospital's standard-charges file is the correct file. memorialhermann.org cms-hpt.txt."
TIRR Memorial Hermann,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_tirr-memorial-hermann-_standardcharges.ashx,csv,OK,200,cms-hpt.txt@memorialhermann.org,matched 'TIRR Memorial Hermann'
TIRR Memorial Hermann - The Woodlands,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_memorial-hermann-the-woodlands-medical-center_standardcharges.ashx,csv,OK,200,cms-hpt.txt,"TIRR-The Woodlands is an inpatient rehab unit licensed under Memorial Hermann The Woodlands Medical Center; no separate MRF, so the host hospital's standard-charges file is the correct file. memorialhermann.org cms-hpt.txt."
TMC Behavioral Health Center,https://tmcbonham.com/patients-and-visitors/pricing-guide/,https://uhsfilecdn.eskycity.net/ac/461353294_tmc-bonham-hospital_standard-charges.csv,csv,OK,200,url-extension,
TMC Bonham Hospital,https://tmcbonham.com/patients-and-visitors/pricing-guide/,https://uhsfilecdn.eskycity.net/ac/461353294_tmc-bonham-hospital_standard-charges.csv,csv,OK,200,url-extension,
TOPS Surgical Specialty Hospital,https://www.tops-hospital.com/hospital-pricing-information/,https://www.tops-hospital.com/wp-content/uploads/760246499_TOPSSurgicalSpecialtyHospital_standardcharges.json,json,NOT_FOUND,403,url-extension,cms-hpt.txt not found on www.tops-hospital.com/tops-hospital.com
Temple Rehabilitation Hospital,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/74-1166904_baylor-scott-and-white-medical-center-temple_standardcharges.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 30 records; no name-verified match (closest unaccepted: BAYLOR SCOTT & WHITE PAVILION - TEMPLE; tried-verify: none passed gate)
Terrell State Hospital,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Texarkana Emergency Center & Hospital,,https://texarkanaemergencycenter.com/wp-content/uploads/2025/10/473231590_texarkana-emergency-center-hospital-llc_standardcharges-1in.csv,csv,OK,200,cms-hpt.txt@texarkanaemergencycenter.com,lenient matched 'Texarkana Emergency Center & Hospital'
Texas Center for Infectious Disease,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Texas Children's Hospital,https://www.texaschildrens.org/,https://www.texaschildrens.org/sites/tc/files/uploads/documents/741100555_texas-childrens-hospital_standardcharges.zip,zip,OK,200,cms-hpt.txt@www.texaschildrens.org,matched 'Texas Children's Hospital'
Texas Children's Hospital North Austin Campus,https://www.texaschildrens.org,https://secure.claraprice.net/price-transparency/5f8e2f5a25/machine-readable/75-2047848_north-texas-medical-center_standardcharges.json,json,OK,200,url-extension,
Texas Children's Hospital The Woodlands,,https://www.texaschildrens.org/sites/tc/files/uploads/documents/741100555_texas-childrens-hospital-the-woodlands_standardcharges.zip,zip,OK,200,brand:texaschildrens.org,matched 'Texas Children's Hospital The Woodlands'
Texas Children's Hospital West Campus,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Texas Health Alliance,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-alliance.xlsx,xlsx,OK,200,url-extension,
Texas Health Arlington Memorial,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-arlington.xlsx,xlsx,OK,200,url-extension,
Texas Health Azle,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-azle.xlsx,xlsx,OK,200,url-extension,
Texas Health Center for Diagnostics & Surgery,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-center-for-diagnostics-and-surgery-plano.xlsx,xlsx,OK,200,url-extension,
Texas Health Clearfork,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Texas Health Cleburne,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-cleburne.xlsx,xlsx,OK,200,url-extension,
Texas Health Dallas,https://www.texashealth.org/Locations/Texas-Health-Dallas,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Texas Health Denton,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-denton.xlsx,xlsx,OK,200,url-extension,
Texas Health Flower Mound,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-flower-mound.xlsx,xlsx,OK,200,url-extension,
Texas Health Fort Worth,https://www.texashealth.org/Locations/texas-health-fort-worth,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-specialty.xlsx,xlsx,OK,200,url-extension,
Texas Health Frisco,,https://sthpiprd.blob.core.windows.net/machine-readable-files/13794/831954982_texas-health-hospital-frisco_standardcharges.csv,csv,OK,200,brand:texashealth.org,matched 'Texas Health Hospital Frisco'
Texas Health HEB,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-heb.xlsx,xlsx,OK,200,url-extension,
Texas Health Harris Methodist Hospital Southlake,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Texas Health Heart & Vascular Hospital Arlington,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-arlington.xlsx,xlsx,OK,200,url-extension,
Texas Health Huguley Hospital Fort Worth South,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: texashealthhuguley.org)
Texas Health Kaufman,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-kaufman.xlsx,xlsx,OK,200,url-extension,
Texas Health Mansfield,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: texashealthmansfield.org)
Texas Health Plano,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-plano.xlsx,xlsx,OK,200,url-extension,
Texas Health Presbyterian Hospital Allen,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-allen.xlsx,xlsx,OK,200,url-extension,
Texas Health Rockwall,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-rockwall.xlsx,xlsx,OK,200,url-extension,
Texas Health Southwest Fort Worth,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-fort-worth.xlsx,xlsx,OK,200,url-extension,
Texas Health Specialty Hospital Fort Worth,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-specialty.xlsx,xlsx,OK,200,url-extension,
Texas Health Stephenville,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Texas Institute for Surgery,,https://www.texasinstituteforsurgery.com/wp-content/uploads/2023/07/770628004_Texas-Institute-for-Surgery_standardcharges.csv,csv,OK,200,cms-hpt.txt@texasinstituteforsurgery.com,lenient matched 'Texas Institute for Surgery at Texas Health P'
Texas NeuroRehab Center,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Texas Orthopedic Hospital,https://texasorthopedic.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/76-0418502_texas-orthopedic-hospital_standardcharges.csv,csv,OK,200,url-extension,
Texas Rehabilitation Hospital of Arlington,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-arlington.xlsx,xlsx,OK,200,url-extension,
Texas Rehabilitation Hospital of Fort Worth,https://www.texashealth.org/,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Business-Office/Pricing/Hospital-Standard-Charges/texas-health-specialty.xlsx,xlsx,OK,200,url-extension,
Texas Rehabilitation Hospital of Keller,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
Texas Surgical Hospital,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: txsurgical.com,texassurgicalcare.com,txsurgicalarts.com)"
Texoma Medical Center,https://www.texomamedicalcenter.net/patients-visitors/pricing-guide,https://uhsfilecdn.eskycity.net/ac/205908627_texoma-medical-center_standardcharges.csv,csv,OK,200,url-extension,
The Colony ER Hospital,,https://thecolonyer.com/wp-content/uploads/2025/10/814623955-1154868503_healthcare-hl-emergency-services-llc_standardcharges-1in.csv,csv,OK,200,cms-hpt.txt@thecolonyer.com,lenient matched 'The Colony ER & Hospital'
The Hospital at Westlake Medical Center,https://www.westlakemedical.com/pricing-transparency/,https://www.westlakemedical.com/wp-content/uploads/2022/11/820578078_westlake-medical-center_standardcharges.xlsx,xlsx,OK,200,url-extension,
